phi_deg,theta_deg,C_joint,C_decoupled,delta_C
96.363636,80.526316,0.717706,0.737000,-0.019295
96.363636,85.263158,0.715101,0.737000,-0.021900
96.363636,90.000000,0.713293,0.737000,-0.023707
98.181818,0.000000,0.737207,0.737207,0.000000
98.181818,4.736842,0.735537,0.737207,-0.001670
98.181818,9.473684,0.732754,0.737207,-0.004453
98.181818,14.210526,0.730158,0.737207,-0.007049
98.181818,18.947368,0.728692,0.737207,-0.008515
98.181818,23.684211,0.728665,0.737207,-0.008542
98.181818,28.421053,0.729830,0.737207,-0.007377
98.181818,33.157895,0.731621,0.737207,-0.005586
98.181818,37.894737,0.733406,0.737207,-0.003801
98.181818,42.631579,0.734670,0.737207,-0.002537
98.181818,47.368421,0.735106,0.737207,-0.002101
98.181818,52.105263,0.734613,0.737207,-0.002594
98.181818,56.842105,0.733241,0.737207,-0.003966
98.181818,61.578947,0.731110,0.737207,-0.006097
98.181818,66.315789,0.728352,0.737207,-0.008855
98.181818,71.052632,0.725129,0.737207,-0.012079
98.181818,75.789474,0.721681,0.737207,-0.015526
98.181818,80.526316,0.718357,0.737207,-0.018850
98.181818,85.263158,0.715543,0.737207,-0.021664
98.181818,90.000000,0.713524,0.737207,-0.023683
100.000000,0.000000,0.737422,0.737422,0.000000
100.000000,4.736842,0.735502,0.737422,-0.001920
100.000000,9.473684,0.732442,0.737422,-0.004980
100.000000,14.210526,0.729606,0.737422,-0.007816
100.000000,18.947368,0.727983,0.737422,-0.009440
100.000000,23.684211,0.727907,0.737422,-0.009515
100.000000,28.421053,0.729136,0.737422,-0.008287
100.000000,33.157895,0.731091,0.737422,-0.006331
100.000000,37.894737,0.733118,0.737422,-0.004304
100.000000,42.631579,0.734671,0.737422,-0.002751
100.000000,47.368421,0.735408,0.737422,-0.002015
100.000000,52.105263,0.735193,0.737422,-0.002229
100.000000,56.842105,0.734049,0.737422,-0.003374
100.000000,61.578947,0.732071,0.737422,-0.005351
100.000000,66.315789,0.729379,0.737422,-0.008044
100.000000,71.052632,0.726126,0.737422,-0.011296
100.000000,75.789474,0.722563,0.737422,-0.014860
100.000000,80.526316,0.719059,0.737422,-0.018364
100.000000,85.263158,0.716035,0.737422,-0.021388
100.000000,90.000000,0.713802,0.737422,-0.023621
101.818182,0.000000,0.737640,0.737640,0.000000
101.818182,4.736842,0.735476,0.737640,-0.002164
101.818182,9.473684,0.732149,0.737640,-0.005490
101.818182,14.210526,0.729084,0.737640,-0.008556
101.818182,18.947368,0.727313,0.737640,-0.010327
101.818182,23.684211,0.727194,0.737640,-0.010446
101.818182,28.421053,0.728488,0.737640,-0.009152
101.818182,33.157895,0.730605,0.737640,-0.007034
101.818182,37.894737,0.732870,0.737640,-0.004770
101.818182,42.631579,0.734708,0.737640,-0.002932
101.818182,47.368421,0.735743,0.737640,-0.001897
101.818182,52.105263,0.735808,0.737640,-0.001831
101.818182,56.842105,0.734896,0.737640,-0.002744
101.818182,61.578947,0.733077,0.737640,-0.004563
101.818182,66.315789,0.730455,0.737640,-0.007185
101.818182,71.052632,0.727175,0.737640,-0.010465
101.818182,75.789474,0.723495,0.737640,-0.014145
101.818182,80.526316,0.719810,0.737640,-0.017829
101.818182,85.263158,0.716574,0.737640,-0.021066
101.818182,90.000000,0.714126,0.737640,-0.023514
103.636364,0.000000,0.737853,0.737853,0.000000
103.636364,4.736842,0.735452,0.737853,-0.002401
103.636364,9.473684,0.731871,0.737853,-0.005982
103.636364,14.210526,0.728589,0.737853,-0.009264
103.636364,18.947368,0.726681,0.737853,-0.011172
103.636364,23.684211,0.726526,0.737853,-0.011327
103.636364,28.421053,0.727887,0.737853,-0.009966
103.636364,33.157895,0.730165,0.737853,-0.007689
103.636364,37.894737,0.732663,0.737853,-0.005190
103.636364,42.631579,0.734781,0.737853,-0.003072
103.636364,47.368421,0.736113,0.737853,-0.001740
103.636364,52.105263,0.736459,0.737853,-0.001394
103.636364,56.842105,0.735780,0.737853,-0.002073
103.636364,61.578947,0.734125,0.737853,-0.003728
103.636364,66.315789,0.731576,0.737853,-0.006277
103.636364,71.052632,0.728272,0.737853,-0.009582
103.636364,75.789474,0.724475,0.737853,-0.013378
103.636364,80.526316,0.720609,0.737853,-0.017244
103.636364,85.263158,0.717159,0.737853,-0.020694
103.636364,90.000000,0.714497,0.737853,-0.023356
105.454545,0.000000,0.738057,0.738057,0.000000
105.454545,4.736842,0.735428,0.738057,-0.002630
105.454545,9.473684,0.731604,0.738057,-0.006453
105.454545,14.210526,0.728119,0.738057,-0.009939
105.454545,18.947368,0.726085,0.738057,-0.011972
105.454545,23.684211,0.725902,0.738057,-0.012155
105.454545,28.421053,0.727333,0.738057,-0.010724
105.454545,33.157895,0.729770,0.738057,-0.008287
105.454545,37.894737,0.732498,0.738057,-0.005559
105.454545,42.631579,0.734892,0.738057,-0.003165
105.454545,47.368421,0.736517,0.738057,-0.001540
105.454545,52.105263,0.737143,0.738057,-0.000914
105.454545,56.842105,0.736701,0.738057,-0.001357
105.454545,61.578947,0.735212,0.738057,-0.002846
105.454545,66.315789,0.732739,0.738057,-0.005318
105.454545,71.052632,0.729411,0.738057,-0.008646
105.454545,75.789474,0.725499,0.738057,-0.012558
105.454545,80.526316,0.721451,0.738057,-0.016607
105.454545,85.263158,0.717788,0.738057,-0.020269
105.454545,90.000000,0.714912,0.738057,-0.023145
107.272727,0.000000,0.738248,0.738248,0.000000
107.272727,4.736842,0.735398,0.738248,-0.002850
107.272727,9.473684,0.731345,0.738248,-0.006903
107.272727,14.210526,0.727672,0.738248,-0.010576
107.272727,18.947368,0.725526,0.738248,-0.012722
107.272727,23.684211,0.725323,0.738248,-0.012925
107.272727,28.421053,0.726828,0.738248,-0.011420
107.272727,33.157895,0.729423,0.738248,-0.008825
107.272727,37.894737,0.732377,0.738248,-0.005871
107.272727,42.631579,0.735043,0.738248,-0.003205
107.272727,47.368421,0.736957,0.738248,-0.001291
107.272727,52.105263,0.737860,0.738248,-0.000388
107.272727,56.842105,0.737654,0.738248,-0.000594
107.272727,61.578947,0.736333,0.738248,-0.001915
107.272727,66.315789,0.733939,0.738248,-0.004309
107.272727,71.052632,0.730589,0.738248,-0.007659
107.272727,75.789474,0.726562,0.738248,-0.011686
107.272727,80.526316,0.722332,0.738248,-0.015916
107.272727,85.263158,0.718458,0.738248,-0.019790
107.272727,90.000000,0.715371,0.738248,-0.022877
109.090909,0.000000,0.738421,0.738421,0.000000
109.090909,4.736842,0.735359,0.738421,-0.003061
109.090909,9.473684,0.731092,0.738421,-0.007328
109.090909,14.210526,0.727246,0.738421,-0.011174
109.090909,18.947368,0.725002,0.738421,-0.013418
109.090909,23.684211,0.724789,0.738421,-0.013631
109.090909,28.421053,0.726373,0.738421,-0.012048
109.090909,33.157895,0.729126,0.738421,-0.009294
109.090909,37.894737,0.732302,0.738421,-0.006118
109.090909,42.631579,0.735234,0.738421,-0.003187
109.090909,47.368421,0.737432,0.738421,-0.000989
109.090909,52.105263,0.738609,0.738421,0.000189
109.090909,56.842105,0.738638,0.738421,0.000218
109.090909,61.578947,0.737485,0.738421,-0.000935
109.090909,66.315789,0.735170,0.738421,-0.003250
109.090909,71.052632,0.731799,0.738421,-0.006622
109.090909,75.789474,0.727657,0.738421,-0.010764
109.090909,80.526316,0.723247,0.738421,-0.015174
109.090909,85.263158,0.719164,0.738421,-0.019257
109.090909,90.000000,0.715868,0.738421,-0.022552
110.909091,0.000000,0.738572,0.738572,0.000000
110.909091,4.736842,0.735309,0.738572,-0.003262
110.909091,9.473684,0.730843,0.738572,-0.007729
110.909091,14.210526,0.726841,0.738572,-0.011731
110.909091,18.947368,0.724514,0.738572,-0.014058
110.909091,23.684211,0.724301,0.738572,-0.014271
110.909091,28.421053,0.725968,0.738572,-0.012604
110.909091,33.157895,0.728880,0.738572,-0.009692
110.909091,37.894737,0.732275,0.738572,-0.006297
110.909091,42.631579,0.735466,0.738572,-0.003106
110.909091,47.368421,0.737942,0.738572,-0.000630
110.909091,52.105263,0.739388,0.738572,0.000816
110.909091,56.842105,0.739649,0.738572,0.001077
110.909091,61.578947,0.738662,0.738572,0.000091
110.909091,66.315789,0.736426,0.738572,-0.002146
110.909091,71.052632,0.733033,0.738572,-0.005539
110.909091,75.789474,0.728777,0.738572,-0.009795
110.909091,80.526316,0.724189,0.738572,-0.014383
110.909091,85.263158,0.719900,0.738572,-0.018672
110.909091,90.000000,0.716401,0.738572,-0.022170
112.727273,0.000000,0.738698,0.738698,0.000000
112.727273,4.736842,0.735246,0.738698,-0.003453
112.727273,9.473684,0.730596,0.738698,-0.008103
112.727273,14.210526,0.726456,0.738698,-0.012242
112.727273,18.947368,0.724060,0.738698,-0.014638
112.727273,23.684211,0.723859,0.738698,-0.014840
112.727273,28.421053,0.725615,0.738698,-0.013083
112.727273,33.157895,0.728686,0.738698,-0.010012
112.727273,37.894737,0.732296,0.738698,-0.006402
112.727273,42.631579,0.735740,0.738698,-0.002958
112.727273,47.368421,0.738486,0.738698,-0.000212
112.727273,52.105263,0.740195,0.738698,0.001496
112.727273,56.842105,0.740681,0.738698,0.001983
112.727273,61.578947,0.739858,0.738698,0.001159
112.727273,66.315789,0.737698,0.738698,-0.001001
112.727273,71.052632,0.734282,0.738698,-0.004416
112.727273,75.789474,0.729913,0.738698,-0.008785
112.727273,80.526316,0.725150,0.738698,-0.013548
112.727273,85.263158,0.720661,0.738698,-0.018037
112.727273,90.000000,0.716966,0.738698,-0.021733
114.545455,0.000000,0.738798,0.738798,0.000000
114.545455,4.736842,0.735166,0.738798,-0.003632
114.545455,9.473684,0.730350,0.738798,-0.008448
114.545455,14.210526,0.726091,0.738798,-0.012708
114.545455,18.947368,0.723643,0.738798,-0.015156
114.545455,23.684211,0.723464,0.738798,-0.015334
114.545455,28.421053,0.725316,0.738798,-0.013482
114.545455,33.157895,0.728547,0.738798,-0.010252
114.545455,37.894737,0.732368,0.738798,-0.006431
114.545455,42.631579,0.736057,0.738798,-0.002741
114.545455,47.368421,0.739065,0.738798,0.000266
114.545455,52.105263,0.741026,0.738798,0.002228
114.545455,56.842105,0.741731,0.738798,0.002933
114.545455,61.578947,0.741065,0.738798,0.002266
114.545455,66.315789,0.738977,0.738798,0.000178
114.545455,71.052632,0.735537,0.738798,-0.003261
114.545455,75.789474,0.731057,0.738798,-0.007742
114.545455,80.526316,0.726123,0.738798,-0.012676
114.545455,85.263158,0.721440,0.738798,-0.017358
114.545455,90.000000,0.717556,0.738798,-0.021243
116.363636,0.000000,0.738870,0.738870,0.000000
116.363636,4.736842,0.735070,0.738870,-0.003799
116.363636,9.473684,0.730105,0.738870,-0.008764
116.363636,14.210526,0.725745,0.738870,-0.013125
116.363636,18.947368,0.723262,0.738870,-0.015608
116.363636,23.684211,0.723118,0.738870,-0.015752
116.363636,28.421053,0.725072,0.738870,-0.013797
116.363636,33.157895,0.728463,0.738870,-0.010406
116.363636,37.894737,0.732491,0.738870,-0.006379
116.363636,42.631579,0.736418,0.738870,-0.002451
116.363636,47.368421,0.739676,0.738870,0.000806
116.363636,52.105263,0.741879,0.738870,0.003010
116.363636,56.842105,0.742793,0.738870,0.003923
116.363636,61.578947,0.742275,0.738870,0.003406
116.363636,66.315789,0.740254,0.738870,0.001384
116.363636,71.052632,0.736788,0.738870,-0.002082
116.363636,75.789474,0.732196,0.738870,-0.006673
116.363636,80.526316,0.727097,0.738870,-0.011773
116.363636,85.263158,0.722229,0.738870,-0.016641
116.363636,90.000000,0.718165,0.738870,-0.020705
118.181818,0.000000,0.738911,0.738911,0.000000
118.181818,4.736842,0.734957,0.738911,-0.003954
118.181818,9.473684,0.729861,0.738911,-0.009050
118.181818,14.210526,0.725420,0.738911,-0.013491
118.181818,18.947368,0.722918,0.738911,-0.015993
118.181818,23.684211,0.722822,0.738911,-0.016089
118.181818,28.421053,0.724885,0.738911,-0.014025
118.181818,33.157895,0.728438,0.738911,-0.010473
118.181818,37.894737,0.732667,0.738911,-0.006244
118.181818,42.631579,0.736823,0.738911,-0.002088
118.181818,47.368421,0.740319,0.738911,0.001408
118.181818,52.105263,0.742751,0.738911,0.003840
118.181818,56.842105,0.743860,0.738911,0.004949
118.181818,61.578947,0.743480,0.738911,0.004569
118.181818,66.315789,0.741517,0.738911,0.002607
118.181818,71.052632,0.738021,0.738911,-0.000889
118.181818,75.789474,0.733321,0.738911,-0.005590
118.181818,80.526316,0.728062,0.738911,-0.010848
118.181818,85.263158,0.723018,0.738911,-0.015893
118.181818,90.000000,0.718787,0.738911,-0.020124
120.000000,0.000000,0.738921,0.738921,0.000000
120.000000,4.736842,0.734826,0.738921,-0.004096
120.000000,9.473684,0.729619,0.738921,-0.009303
120.000000,14.210526,0.725116,0.738921,-0.013805
120.000000,18.947368,0.722614,0.738921,-0.016308
120.000000,23.684211,0.722578,0.738921,-0.016343
120.000000,28.421053,0.724757,0.738921,-0.014164
120.000000,33.157895,0.728471,0.738921,-0.010450
120.000000,37.894737,0.732897,0.738921,-0.006024
120.000000,42.631579,0.737271,0.738921,-0.001650
120.000000,47.368421,0.740992,0.738921,0.002071
120.000000,52.105263,0.743637,0.738921,0.004716
120.000000,56.842105,0.744926,0.738921,0.006005
120.000000,61.578947,0.744670,0.738921,0.005749
120.000000,66.315789,0.742756,0.738921,0.003835
120.000000,71.052632,0.739226,0.738921,0.000305
120.000000,75.789474,0.734419,0.738921,-0.004503
120.000000,80.526316,0.729008,0.738921,-0.009913
120.000000,85.263158,0.723800,0.738921,-0.015122
120.000000,90.000000,0.719413,0.738921,-0.019508
121.818182,0.000000,0.738901,0.738901,0.000000
121.818182,4.736842,0.734677,0.738901,-0.004223
121.818182,9.473684,0.729378,0.738901,-0.009523
121.818182,14.210526,0.724835,0.738901,-0.014066
121.818182,18.947368,0.722351,0.738901,-0.016550
121.818182,23.684211,0.722388,0.738901,-0.016513
121.818182,28.421053,0.724690,0.738901,-0.014211
121.818182,33.157895,0.728566,0.738901,-0.010335
121.818182,37.894737,0.733182,0.738901,-0.005719
121.818182,42.631579,0.737763,0.738901,-0.001138
121.818182,47.368421,0.741693,0.738901,0.002792
121.818182,52.105263,0.744533,0.738901,0.005632
121.818182,56.842105,0.745983,0.738901,0.007082
121.818182,61.578947,0.745835,0.738901,0.006934
121.818182,66.315789,0.743958,0.738901,0.005057
121.818182,71.052632,0.740388,0.738901,0.001487
121.818182,75.789474,0.735476,0.738901,-0.003425
121.818182,80.526316,0.729923,0.738901,-0.008978
121.818182,85.263158,0.724563,0.738901,-0.014338
121.818182,90.000000,0.720037,0.738901,-0.018864
123.636364,0.000000,0.738850,0.738850,0.000000
123.636364,4.736842,0.734513,0.738850,-0.004337
123.636364,9.473684,0.729142,0.738850,-0.009708
123.636364,14.210526,0.724579,0.738850,-0.014271
123.636364,18.947368,0.722130,0.738850,-0.016720
123.636364,23.684211,0.722255,0.738850,-0.016595
123.636364,28.421053,0.724686,0.738850,-0.014164
123.636364,33.157895,0.728724,0.738850,-0.010126
123.636364,37.894737,0.733524,0.738850,-0.005326
123.636364,42.631579,0.738298,0.738850,-0.000552
123.636364,47.368421,0.742419,0.738850,0.003569
123.636364,52.105263,0.745433,0.738850,0.006583
123.636364,56.842105,0.747024,0.738850,0.008174
123.636364,61.578947,0.746965,0.738850,0.008115
123.636364,66.315789,0.745111,0.738850,0.006261
123.636364,71.052632,0.741494,0.738850,0.002644
123.636364,75.789474,0.736479,0.738850,-0.002371
123.636364,80.526316,0.730794,0.738850,-0.008056
123.636364,85.263158,0.725299,0.738850,-0.013552
123.636364,90.000000,0.720648,0.738850,-0.018202
125.454545,0.000000,0.738770,0.738770,0.000000
125.454545,4.736842,0.734334,0.738770,-0.004435
125.454545,9.473684,0.728911,0.738770,-0.009859
125.454545,14.210526,0.724351,0.738770,-0.014419
125.454545,18.947368,0.721956,0.738770,-0.016814
125.454545,23.684211,0.722180,0.738770,-0.016589
125.454545,28.421053,0.724747,0.738770,-0.014022
125.454545,33.157895,0.728947,0.738770,-0.009823
125.454545,37.894737,0.733923,0.738770,-0.004847
125.454545,42.631579,0.738876,0.738770,0.000107
125.454545,47.368421,0.743168,0.738770,0.004399
125.454545,52.105263,0.746333,0.738770,0.007563
125.454545,56.842105,0.748040,0.738770,0.009270
125.454545,61.578947,0.748047,0.738770,0.009278
125.454545,66.315789,0.746200,0.738770,0.007431
125.454545,71.052632,0.742530,0.738770,0.003761
125.454545,75.789474,0.737416,0.738770,-0.001353
125.454545,80.526316,0.731611,0.738770,-0.007159
125.454545,85.263158,0.725996,0.738770,-0.012774
125.454545,90.000000,0.721240,0.738770,-0.017529
127.272727,0.000000,0.738661,0.738661,0.000000
127.272727,4.736842,0.734143,0.738661,-0.004518
127.272727,9.473684,0.728688,0.738661,-0.009972
127.272727,14.210526,0.724152,0.738661,-0.014509
127.272727,18.947368,0.721830,0.738661,-0.016831
127.272727,23.684211,0.722167,0.738661,-0.016494
127.272727,28.421053,0.724877,0.738661,-0.013784
127.272727,33.157895,0.729236,0.738661,-0.009425
127.272727,37.894737,0.734379,0.738661,-0.004282
127.272727,42.631579,0.739495,0.738661,0.000835
127.272727,47.368421,0.743936,0.738661,0.005276
127.272727,52.105263,0.747226,0.738661,0.008565
127.272727,56.842105,0.749021,0.738661,0.010361
127.272727,61.578947,0.749071,0.738661,0.010410
127.272727,66.315789,0.747213,0.738661,0.008553
127.272727,71.052632,0.743483,0.738661,0.004822
127.272727,75.789474,0.738274,0.738661,-0.000387
127.272727,80.526316,0.732360,0.738661,-0.006300
127.272727,85.263158,0.726645,0.738661,-0.012016
127.272727,90.000000,0.721804,0.738661,-0.016857
129.090909,0.000000,0.738526,0.738526,0.000000
129.090909,4.736842,0.733941,0.738526,-0.004585
129.090909,9.473684,0.728477,0.738526,-0.010049
129.090909,14.210526,0.723986,0.738526,-0.014540
129.090909,18.947368,0.721756,0.738526,-0.016770
129.090909,23.684211,0.722219,0.738526,-0.016307
129.090909,28.421053,0.725076,0.738526,-0.013450
129.090909,33.157895,0.729594,0.738526,-0.008932
129.090909,37.894737,0.734893,0.738526,-0.003633
129.090909,42.631579,0.740154,0.738526,0.001628
129.090909,47.368421,0.744720,0.738526,0.006194
129.090909,52.105263,0.748105,0.738526,0.009579
129.090909,56.842105,0.749960,0.738526,0.011434
129.090909,61.578947,0.750025,0.738526,0.011499
129.090909,66.315789,0.748138,0.738526,0.009612
129.090909,71.052632,0.744339,0.738526,0.005813
129.090909,75.789474,0.739039,0.738526,0.000513
129.090909,80.526316,0.733033,0.738526,-0.005493
129.090909,85.263158,0.727236,0.738526,-0.011290
129.090909,90.000000,0.722330,0.738526,-0.016196
130.909091,0.000000,0.738368,0.738368,0.000000
130.909091,4.736842,0.733732,0.738368,-0.004636
130.909091,9.473684,0.728280,0.738368,-0.010087
130.909091,14.210526,0.723857,0.738368,-0.014511
130.909091,18.947368,0.721737,0.738368,-0.016631
130.909091,23.684211,0.722338,0.738368,-0.016029
130.909091,28.421053,0.725349,0.738368,-0.013019
130.909091,33.157895,0.730021,0.738368,-0.008347
130.909091,37.894737,0.735464,0.738368,-0.002903
130.909091,42.631579,0.740851,0.738368,0.002483
130.909091,47.368421,0.745515,0.738368,0.007147
130.909091,52.105263,0.748964,0.738368,0.010597
130.909091,56.842105,0.750846,0.738368,0.012479
130.909091,61.578947,0.750898,0.738368,0.012531
130.909091,66.315789,0.748960,0.738368,0.010593
130.909091,71.052632,0.745085,0.738368,0.006717
130.909091,75.789474,0.739700,0.738368,0.001332
130.909091,80.526316,0.733617,0.738368,-0.004751
130.909091,85.263158,0.727760,0.738368,-0.010607
130.909091,90.000000,0.722812,0.738368,-0.015556
132.727273,0.000000,0.738189,0.738189,0.000000
132.727273,4.736842,0.733520,0.738189,-0.004669
132.727273,9.473684,0.728102,0.738189,-0.010087
132.727273,14.210526,0.723769,0.738189,-0.014420
132.727273,18.947368,0.721777,0.738189,-0.016412
132.727273,23.684211,0.722529,0.738189,-0.015660
132.727273,28.421053,0.725697,0.738189,-0.012492
132.727273,33.157895,0.730519,0.738189,-0.007670
132.727273,37.894737,0.736094,0.738189,-0.002095
132.727273,42.631579,0.741583,0.738189,0.003394
132.727273,47.368421,0.746316,0.738189,0.008127
132.727273,52.105263,0.749796,0.738189,0.011608
132.727273,56.842105,0.751671,0.738189,0.013482
132.727273,61.578947,0.751679,0.738189,0.013490
132.727273,66.315789,0.749670,0.738189,0.011481
132.727273,71.052632,0.745710,0.738189,0.007521
132.727273,75.789474,0.740246,0.738189,0.002057
132.727273,80.526316,0.734103,0.738189,-0.004086
132.727273,85.263158,0.728210,0.738189,-0.009979
132.727273,90.000000,0.723241,0.738189,-0.014948
134.545455,0.000000,0.737994,0.737994,0.000000
134.545455,4.736842,0.733309,0.737994,-0.004685
134.545455,9.473684,0.727947,0.737994,-0.010046
134.545455,14.210526,0.723726,0.737994,-0.014268
134.545455,18.947368,0.721881,0.737994,-0.016113
134.545455,23.684211,0.722795,0.737994,-0.015199
134.545455,28.421053,0.726123,0.737994,-0.011871
134.545455,33.157895,0.731089,0.737994,-0.006904
134.545455,37.894737,0.736780,0.737994,-0.001214
134.545455,42.631579,0.742348,0.737994,0.004355
134.545455,47.368421,0.747118,0.737994,0.009124
134.545455,52.105263,0.750594,0.737994,0.012600
134.545455,56.842105,0.752424,0.737994,0.014430
134.545455,61.578947,0.752357,0.737994,0.014363
134.545455,66.315789,0.750255,0.737994,0.012261
134.545455,71.052632,0.746204,0.737994,0.008211
134.545455,75.789474,0.740669,0.737994,0.002675
134.545455,80.526316,0.734484,0.737994,-0.003510
134.545455,85.263158,0.728576,0.737994,-0.009417
134.545455,90.000000,0.723612,0.737994,-0.014382
136.363636,0.000000,0.737786,0.737786,0.000000
136.363636,4.736842,0.733103,0.737786,-0.004682
136.363636,9.473684,0.727820,0.737786,-0.009966
136.363636,14.210526,0.723732,0.737786,-0.014054
136.363636,18.947368,0.722052,0.737786,-0.015734
136.363636,23.684211,0.723139,0.737786,-0.014647
136.363636,28.421053,0.726630,0.737786,-0.011156
136.363636,33.157895,0.731733,0.737786,-0.006053
136.363636,37.894737,0.737521,0.737786,-0.000264
136.363636,42.631579,0.743142,0.737786,0.005356
136.363636,47.368421,0.747915,0.737786,0.010129
136.363636,52.105263,0.751348,0.737786,0.013562
136.363636,56.842105,0.753097,0.737786,0.015311
136.363636,61.578947,0.752922,0.737786,0.015136
136.363636,66.315789,0.750707,0.737786,0.012921
136.363636,71.052632,0.746559,0.737786,0.008773
136.363636,75.789474,0.740960,0.737786,0.003175
136.363636,80.526316,0.734753,0.737786,-0.003033
136.363636,85.263158,0.728854,0.737786,-0.008931
136.363636,90.000000,0.723918,0.737786,-0.013868
138.181818,0.000000,0.737571,0.737571,0.000000
138.181818,4.736842,0.732909,0.737571,-0.004662
138.181818,9.473684,0.727726,0.737571,-0.009844
138.181818,14.210526,0.723794,0.737571,-0.013777
138.181818,18.947368,0.722296,0.737571,-0.015275
138.181818,23.684211,0.723565,0.737571,-0.014005
138.181818,28.421053,0.727219,0.737571,-0.010351
138.181818,33.157895,0.732450,0.737571,-0.005121
138.181818,37.894737,0.738317,0.737571,0.000747
138.181818,42.631579,0.743961,0.737571,0.006391
138.181818,47.368421,0.748702,0.737571,0.011131
138.181818,52.105263,0.752052,0.737571,0.014482
138.181818,56.842105,0.753680,0.737571,0.016110
138.181818,61.578947,0.753366,0.737571,0.015796
138.181818,66.315789,0.751017,0.737571,0.013446
138.181818,71.052632,0.746766,0.737571,0.009196
138.181818,75.789474,0.741115,0.737571,0.003544
138.181818,80.526316,0.734904,0.737571,-0.002667
138.181818,85.263158,0.729040,0.737571,-0.008531
138.181818,90.000000,0.724154,0.737571,-0.013417
140.000000,0.000000,0.737353,0.737353,0.000000
140.000000,4.736842,0.732731,0.737353,-0.004622
140.000000,9.473684,0.727672,0.737353,-0.009682
140.000000,14.210526,0.723917,0.737353,-0.013437
140.000000,18.947368,0.722616,0.737353,-0.014737
140.000000,23.684211,0.724078,0.737353,-0.013275
140.000000,28.421053,0.727894,0.737353,-0.009459
140.000000,33.157895,0.733240,0.737353,-0.004113
140.000000,37.894737,0.739165,0.737353,0.001811
140.000000,42.631579,0.744801,0.737353,0.007448
140.000000,47.368421,0.749471,0.737353,0.012118
140.000000,52.105263,0.752699,0.737353,0.015345
140.000000,56.842105,0.754167,0.737353,0.016814
140.000000,61.578947,0.753681,0.737353,0.016328
140.000000,66.315789,0.751179,0.737353,0.013826
140.000000,71.052632,0.746823,0.737353,0.009470
140.000000,75.789474,0.741129,0.737353,0.003775
140.000000,80.526316,0.734935,0.737353,-0.002418
140.000000,85.263158,0.729128,0.737353,-0.008225
140.000000,90.000000,0.724317,0.737353,-0.013036
141.818182,0.000000,0.737140,0.737140,0.000000
141.818182,4.736842,0.732577,0.737140,-0.004563
141.818182,9.473684,0.727663,0.737140,-0.009477
141.818182,14.210526,0.724106,0.737140,-0.013034
141.818182,18.947368,0.723020,0.737140,-0.014120
141.818182,23.684211,0.724680,0.737140,-0.012460
141.818182,28.421053,0.728657,0.737140,-0.008483
141.818182,33.157895,0.734104,0.737140,-0.003035
141.818182,37.894737,0.740061,0.737140,0.002921
141.818182,42.631579,0.745656,0.737140,0.008516
141.818182,47.368421,0.750217,0.737140,0.013077
141.818182,52.105263,0.753279,0.737140,0.016139
141.818182,56.842105,0.754549,0.737140,0.017409
141.818182,61.578947,0.753862,0.737140,0.016722
141.818182,66.315789,0.751189,0.737140,0.014049
141.818182,71.052632,0.746725,0.737140,0.009585
141.818182,75.789474,0.741000,0.737140,0.003860
141.818182,80.526316,0.734844,0.737140,-0.002295
141.818182,85.263158,0.729119,0.737140,-0.008021
141.818182,90.000000,0.724405,0.737140,-0.012734
143.636364,0.000000,0.736937,0.736937,0.000000
143.636364,4.736842,0.732452,0.736937,-0.004485
143.636364,9.473684,0.727706,0.736937,-0.009231
143.636364,14.210526,0.724368,0.736937,-0.012569
143.636364,18.947368,0.723510,0.736937,-0.013427
143.636364,23.684211,0.725376,0.736937,-0.011561
143.636364,28.421053,0.729508,0.736937,-0.007429
143.636364,33.157895,0.735041,0.736937,-0.001896
143.636364,37.894737,0.741003,0.736937,0.004066
143.636364,42.631579,0.746521,0.736937,0.009584
143.636364,47.368421,0.750930,0.736937,0.013993
143.636364,52.105263,0.753785,0.736937,0.016848
143.636364,56.842105,0.754819,0.736937,0.017882
143.636364,61.578947,0.753903,0.736937,0.016965
143.636364,66.315789,0.751045,0.736937,0.014108
143.636364,71.052632,0.746474,0.736937,0.009537
143.636364,75.789474,0.740730,0.736937,0.003793
143.636364,80.526316,0.734633,0.736937,-0.002304
143.636364,85.263158,0.729011,0.736937,-0.007926
143.636364,90.000000,0.724417,0.736937,-0.012520
145.454545,0.000000,0.736752,0.736752,0.000000
145.454545,4.736842,0.732365,0.736752,-0.004387
145.454545,9.473684,0.727809,0.736752,-0.008943
145.454545,14.210526,0.724709,0.736752,-0.012043
145.454545,18.947368,0.724094,0.736752,-0.012658
145.454545,23.684211,0.726169,0.736752,-0.010583
145.454545,28.421053,0.730449,0.736752,-0.006303
145.454545,33.157895,0.736049,0.736752,-0.000703
145.454545,37.894737,0.741987,0.736752,0.005235
145.454545,42.631579,0.747390,0.736752,0.010638
145.454545,47.368421,0.751605,0.736752,0.014853
145.454545,52.105263,0.754211,0.736752,0.017459
145.454545,56.842105,0.754973,0.736752,0.018221
145.454545,61.578947,0.753801,0.736752,0.017049
145.454545,66.315789,0.750747,0.736752,0.013995
145.454545,71.052632,0.746069,0.736752,0.009317
145.454545,75.789474,0.740322,0.736752,0.003570
145.454545,80.526316,0.734302,0.736752,-0.002450
145.454545,85.263158,0.728806,0.736752,-0.007946
145.454545,90.000000,0.724351,0.736752,-0.012401
