phi_deg,theta_deg,C_joint,C_decoupled,delta_C
47.272727,66.315789,0.717556,0.766320,-0.048764
47.272727,71.052632,0.715047,0.766320,-0.051273
47.272727,75.789474,0.713581,0.766320,-0.052739
47.272727,80.526316,0.713211,0.766320,-0.053109
47.272727,85.263158,0.713933,0.766320,-0.052387
47.272727,90.000000,0.715656,0.766320,-0.050664
49.090909,0.000000,0.763522,0.763522,0.000000
49.090909,4.736842,0.766686,0.763522,0.003164
49.090909,9.473684,0.768433,0.763522,0.004912
49.090909,14.210526,0.768536,0.763522,0.005014
49.090909,18.947368,0.766911,0.763522,0.003389
49.090909,23.684211,0.763661,0.763522,0.000139
49.090909,28.421053,0.759068,0.763522,-0.004454
49.090909,33.157895,0.753536,0.763522,-0.009985
49.090909,37.894737,0.747510,0.763522,-0.016012
49.090909,42.631579,0.741395,0.763522,-0.022127
49.090909,47.368421,0.735507,0.763522,-0.028015
49.090909,52.105263,0.730055,0.763522,-0.033466
49.090909,56.842105,0.725171,0.763522,-0.038350
49.090909,61.578947,0.720961,0.763522,-0.042561
49.090909,66.315789,0.717545,0.763522,-0.045977
49.090909,71.052632,0.715055,0.763522,-0.048466
49.090909,75.789474,0.713596,0.763522,-0.049926
49.090909,80.526316,0.713218,0.763522,-0.050303
49.090909,85.263158,0.713920,0.763522,-0.049601
49.090909,90.000000,0.715610,0.763522,-0.047911
50.909091,0.000000,0.760760,0.760760,0.000000
50.909091,4.736842,0.764050,0.760760,0.003290
50.909091,9.473684,0.766042,0.760760,0.005282
50.909091,14.210526,0.766491,0.760760,0.005731
50.909091,18.947368,0.765272,0.760760,0.004512
50.909091,23.684211,0.762433,0.760760,0.001673
50.909091,28.421053,0.758207,0.760760,-0.002553
50.909091,33.157895,0.752965,0.760760,-0.007795
50.909091,37.894737,0.747147,0.760760,-0.013614
50.909091,42.631579,0.741167,0.760760,-0.019593
50.909091,47.368421,0.735363,0.760760,-0.025398
50.909091,52.105263,0.729964,0.760760,-0.030796
50.909091,56.842105,0.725119,0.760760,-0.035641
50.909091,61.578947,0.720941,0.760760,-0.039819
50.909091,66.315789,0.717550,0.760760,-0.043210
50.909091,71.052632,0.715075,0.760760,-0.045685
50.909091,75.789474,0.713616,0.760760,-0.047144
50.909091,80.526316,0.713223,0.760760,-0.047537
50.909091,85.263158,0.713895,0.760760,-0.046865
50.909091,90.000000,0.715544,0.760760,-0.045216
52.727273,0.000000,0.758077,0.758077,0.000000
52.727273,4.736842,0.761444,0.758077,0.003367
52.727273,9.473684,0.763626,0.758077,0.005549
52.727273,14.210526,0.764375,0.758077,0.006298
52.727273,18.947368,0.763534,0.758077,0.005458
52.727273,23.684211,0.761100,0.758077,0.003024
52.727273,28.421053,0.757251,0.758077,-0.000825
52.727273,33.157895,0.752323,0.758077,-0.005753
52.727273,37.894737,0.746738,0.758077,-0.011339
52.727273,42.631579,0.740918,0.758077,-0.017159
52.727273,47.368421,0.735216,0.758077,-0.022861
52.727273,52.105263,0.729883,0.758077,-0.028193
52.727273,56.842105,0.725085,0.758077,-0.032992
52.727273,61.578947,0.720941,0.758077,-0.037136
52.727273,66.315789,0.717573,0.758077,-0.040504
52.727273,71.052632,0.715107,0.758077,-0.042970
52.727273,75.789474,0.713640,0.758077,-0.044436
52.727273,80.526316,0.713224,0.758077,-0.044853
52.727273,85.263158,0.713858,0.758077,-0.044219
52.727273,90.000000,0.715458,0.758077,-0.042618
54.545455,0.000000,0.755505,0.755505,0.000000
54.545455,4.736842,0.758903,0.755505,0.003397
54.545455,9.473684,0.761221,0.755505,0.005716
54.545455,14.210526,0.762222,0.755505,0.006717
54.545455,18.947368,0.761726,0.755505,0.006220
54.545455,23.684211,0.759682,0.755505,0.004176
54.545455,28.421053,0.756215,0.755505,0.000709
54.545455,33.157895,0.751617,0.755505,-0.003888
54.545455,37.894737,0.746288,0.755505,-0.009217
54.545455,42.631579,0.740649,0.755505,-0.014856
54.545455,47.368421,0.735068,0.755505,-0.020438
54.545455,52.105263,0.729814,0.755505,-0.025691
54.545455,56.842105,0.725068,0.755505,-0.030437
54.545455,61.578947,0.720961,0.755505,-0.034545
54.545455,66.315789,0.717614,0.755505,-0.037891
54.545455,71.052632,0.715152,0.755505,-0.040353
54.545455,75.789474,0.713671,0.755505,-0.041834
54.545455,80.526316,0.713222,0.755505,-0.042283
54.545455,85.263158,0.713810,0.755505,-0.041696
54.545455,90.000000,0.715353,0.755505,-0.040152
56.363636,0.000000,0.753073,0.753073,0.000000
56.363636,4.736842,0.756458,0.753073,0.003386
56.363636,9.473684,0.758861,0.753073,0.005789
56.363636,14.210526,0.760062,0.753073,0.006990
56.363636,18.947368,0.759871,0.753073,0.006798
56.363636,23.684211,0.758196,0.753073,0.005124
56.363636,28.421053,0.755110,0.753073,0.002037
56.363636,33.157895,0.750855,0.753073,-0.002218
56.363636,37.894737,0.745801,0.753073,-0.007271
56.363636,42.631579,0.740364,0.753073,-0.012708
56.363636,47.368421,0.734920,0.753073,-0.018152
56.363636,52.105263,0.729757,0.753073,-0.023315
56.363636,56.842105,0.725072,0.753073,-0.028001
56.363636,61.578947,0.721003,0.753073,-0.032070
56.363636,66.315789,0.717675,0.753073,-0.035397
56.363636,71.052632,0.715212,0.753073,-0.037860
56.363636,75.789474,0.713710,0.753073,-0.039363
56.363636,80.526316,0.713221,0.753073,-0.039852
56.363636,85.263158,0.713752,0.753073,-0.039320
56.363636,90.000000,0.715230,0.753073,-0.037842
58.181818,0.000000,0.750798,0.750798,0.000000
58.181818,4.736842,0.754134,0.750798,0.003336
58.181818,9.473684,0.756572,0.750798,0.005774
58.181818,14.210526,0.757922,0.750798,0.007124
58.181818,18.947368,0.757993,0.750798,0.007195
58.181818,23.684211,0.756662,0.750798,0.005864
58.181818,28.421053,0.753948,0.750798,0.003150
58.181818,33.157895,0.750043,0.750798,-0.000755
58.181818,37.894737,0.745282,0.750798,-0.005516
58.181818,42.631579,0.740065,0.750798,-0.010733
58.181818,47.368421,0.734775,0.750798,-0.016023
58.181818,52.105263,0.729715,0.750798,-0.021084
58.181818,56.842105,0.725096,0.750798,-0.025702
58.181818,61.578947,0.721067,0.750798,-0.029731
58.181818,66.315789,0.717757,0.750798,-0.033041
58.181818,71.052632,0.715288,0.750798,-0.035510
58.181818,75.789474,0.713757,0.750798,-0.037041
58.181818,80.526316,0.713219,0.750798,-0.037579
58.181818,85.263158,0.713687,0.750798,-0.037111
58.181818,90.000000,0.715091,0.750798,-0.035707
60.000000,0.000000,0.748696,0.748696,0.000000
60.000000,4.736842,0.751947,0.748696,0.003252
60.000000,9.473684,0.754374,0.748696,0.005678
60.000000,14.210526,0.755823,0.748696,0.007127
60.000000,18.947368,0.756113,0.748696,0.007417
60.000000,23.684211,0.755096,0.748696,0.006401
60.000000,28.421053,0.752743,0.748696,0.004047
60.000000,33.157895,0.749191,0.748696,0.000495
60.000000,37.894737,0.744734,0.748696,-0.003962
60.000000,42.631579,0.739754,0.748696,-0.008942
60.000000,47.368421,0.734633,0.748696,-0.014063
60.000000,52.105263,0.729687,0.748696,-0.019009
60.000000,56.842105,0.725141,0.748696,-0.023554
60.000000,61.578947,0.721155,0.748696,-0.027541
60.000000,66.315789,0.717861,0.748696,-0.030835
60.000000,71.052632,0.715382,0.748696,-0.033314
60.000000,75.789474,0.713815,0.748696,-0.034881
60.000000,80.526316,0.713220,0.748696,-0.035476
60.000000,85.263158,0.713616,0.748696,-0.035080
60.000000,90.000000,0.714938,0.748696,-0.033758
61.818182,0.000000,0.746774,0.746774,0.000000
61.818182,4.736842,0.749911,0.746774,0.003137
61.818182,9.473684,0.752283,0.746774,0.005509
61.818182,14.210526,0.753782,0.746774,0.007008
61.818182,18.947368,0.754247,0.746774,0.007473
61.818182,23.684211,0.753513,0.746774,0.006739
61.818182,28.421053,0.751504,0.746774,0.004731
61.818182,33.157895,0.748304,0.746774,0.001531
61.818182,37.894737,0.744162,0.746774,-0.002611
61.818182,42.631579,0.739433,0.746774,-0.007340
61.818182,47.368421,0.734496,0.746774,-0.012277
61.818182,52.105263,0.729675,0.746774,-0.017098
61.818182,56.842105,0.725210,0.746774,-0.021564
61.818182,61.578947,0.721269,0.746774,-0.025505
61.818182,66.315789,0.717988,0.746774,-0.028785
61.818182,71.052632,0.715494,0.746774,-0.031280
61.818182,75.789474,0.713885,0.746774,-0.032889
61.818182,80.526316,0.713226,0.746774,-0.033548
61.818182,85.263158,0.713540,0.746774,-0.033233
61.818182,90.000000,0.714773,0.746774,-0.032001
63.636364,0.000000,0.745035,0.745035,0.000000
63.636364,4.736842,0.748032,0.745035,0.002996
63.636364,9.473684,0.750310,0.745035,0.005275
63.636364,14.210526,0.751814,0.745035,0.006779
63.636364,18.947368,0.752410,0.745035,0.007375
63.636364,23.684211,0.751925,0.745035,0.006890
63.636364,28.421053,0.750243,0.745035,0.005208
63.636364,33.157895,0.747391,0.745035,0.002356
63.636364,37.894737,0.743571,0.745035,-0.001464
63.636364,42.631579,0.739106,0.745035,-0.005929
63.636364,47.368421,0.734366,0.745035,-0.010669
63.636364,52.105263,0.729681,0.745035,-0.015354
63.636364,56.842105,0.725303,0.745035,-0.019733
63.636364,61.578947,0.721408,0.745035,-0.023627
63.636364,66.315789,0.718141,0.745035,-0.026894
63.636364,71.052632,0.715627,0.745035,-0.029408
63.636364,75.789474,0.713969,0.745035,-0.031066
63.636364,80.526316,0.713237,0.745035,-0.031798
63.636364,85.263158,0.713463,0.745035,-0.031572
63.636364,90.000000,0.714597,0.745035,-0.030438
65.454545,0.000000,0.743480,0.743480,0.000000
65.454545,4.736842,0.746313,0.743480,0.002832
65.454545,9.473684,0.748461,0.743480,0.004981
65.454545,14.210526,0.749928,0.743480,0.006447
65.454545,18.947368,0.750614,0.743480,0.007134
65.454545,23.684211,0.750345,0.743480,0.006864
65.454545,28.421053,0.748968,0.743480,0.005488
65.454545,33.157895,0.746459,0.743480,0.002978
65.454545,37.894737,0.742964,0.743480,-0.000516
65.454545,42.631579,0.738775,0.743480,-0.004706
65.454545,47.368421,0.734244,0.743480,-0.009236
65.454545,52.105263,0.729706,0.743480,-0.013775
65.454545,56.842105,0.725420,0.743480,-0.018060
65.454545,61.578947,0.721576,0.743480,-0.021904
65.454545,66.315789,0.718320,0.743480,-0.025160
65.454545,71.052632,0.715783,0.743480,-0.027697
65.454545,75.789474,0.714070,0.743480,-0.029410
65.454545,80.526316,0.713258,0.743480,-0.030223
65.454545,85.263158,0.713386,0.743480,-0.030094
65.454545,90.000000,0.714415,0.743480,-0.029065
67.272727,0.000000,0.742106,0.742106,0.000000
67.272727,4.736842,0.744754,0.742106,0.002648
67.272727,9.473684,0.746741,0.742106,0.004635
67.272727,14.210526,0.748131,0.742106,0.006025
67.272727,18.947368,0.748868,0.742106,0.006762
67.272727,23.684211,0.748781,0.742106,0.006676
67.272727,28.421053,0.747688,0.742106,0.005583
67.272727,33.157895,0.745512,0.742106,0.003407
67.272727,37.894737,0.742346,0.742106,0.000241
67.272727,42.631579,0.738441,0.742106,-0.003664
67.272727,47.368421,0.734132,0.742106,-0.007974
67.272727,52.105263,0.729750,0.742106,-0.012356
67.272727,56.842105,0.725565,0.742106,-0.016541
67.272727,61.578947,0.721773,0.742106,-0.020332
67.272727,66.315789,0.718529,0.742106,-0.023577
67.272727,71.052632,0.715964,0.742106,-0.026142
67.272727,75.789474,0.714190,0.742106,-0.027916
67.272727,80.526316,0.713289,0.742106,-0.028816
67.272727,85.263158,0.713312,0.742106,-0.028793
67.272727,90.000000,0.714228,0.742106,-0.027878
69.090909,0.000000,0.740906,0.740906,0.000000
69.090909,4.736842,0.743353,0.740906,0.002447
69.090909,9.473684,0.745150,0.740906,0.004244
69.090909,14.210526,0.746428,0.740906,0.005523
69.090909,18.947368,0.747179,0.740906,0.006273
69.090909,23.684211,0.747243,0.740906,0.006337
69.090909,28.421053,0.746412,0.740906,0.005506
69.090909,33.157895,0.744559,0.740906,0.003653
69.090909,37.894737,0.741722,0.740906,0.000816
69.090909,42.631579,0.738109,0.740906,-0.002797
69.090909,47.368421,0.734031,0.740906,-0.006875
69.090909,52.105263,0.729815,0.740906,-0.011091
69.090909,56.842105,0.725737,0.740906,-0.015169
69.090909,61.578947,0.722002,0.740906,-0.018904
69.090909,66.315789,0.718768,0.740906,-0.022138
69.090909,71.052632,0.716172,0.740906,-0.024734
69.090909,75.789474,0.714330,0.740906,-0.026575
69.090909,80.526316,0.713335,0.740906,-0.027571
69.090909,85.263158,0.713245,0.740906,-0.027661
69.090909,90.000000,0.714039,0.740906,-0.026866
70.909091,0.000000,0.739872,0.739872,0.000000
70.909091,4.736842,0.742103,0.739872,0.002230
70.909091,9.473684,0.743686,0.739872,0.003813
70.909091,14.210526,0.744821,0.739872,0.004949
70.909091,18.947368,0.745552,0.739872,0.005680
70.909091,23.684211,0.745737,0.739872,0.005865
70.909091,28.421053,0.745145,0.739872,0.005273
70.909091,33.157895,0.743603,0.739872,0.003731
70.909091,37.894737,0.741094,0.739872,0.001222
70.909091,42.631579,0.737779,0.739872,-0.002093
70.909091,47.368421,0.733943,0.739872,-0.005930
70.909091,52.105263,0.729902,0.739872,-0.009970
70.909091,56.842105,0.725938,0.739872,-0.013934
70.909091,61.578947,0.722262,0.739872,-0.017610
70.909091,66.315789,0.719039,0.739872,-0.020833
70.909091,71.052632,0.716409,0.739872,-0.023463
70.909091,75.789474,0.714495,0.739872,-0.025377
70.909091,80.526316,0.713397,0.739872,-0.026475
70.909091,85.263158,0.713186,0.739872,-0.026686
70.909091,90.000000,0.713852,0.739872,-0.026020
72.727273,0.000000,0.738997,0.738997,0.000000
72.727273,4.736842,0.740998,0.738997,0.002001
72.727273,9.473684,0.742345,0.738997,0.003348
72.727273,14.210526,0.743309,0.738997,0.004313
72.727273,18.947368,0.743991,0.738997,0.004994
72.727273,23.684211,0.744268,0.738997,0.005271
72.727273,28.421053,0.743894,0.738997,0.004898
72.727273,33.157895,0.742651,0.738997,0.003654
72.727273,37.894737,0.740467,0.738997,0.001470
72.727273,42.631579,0.737455,0.738997,-0.001542
72.727273,47.368421,0.733868,0.738997,-0.005128
72.727273,52.105263,0.730013,0.738997,-0.008984
72.727273,56.842105,0.726169,0.738997,-0.012827
72.727273,61.578947,0.722557,0.738997,-0.016440
72.727273,66.315789,0.719345,0.738997,-0.019652
72.727273,71.052632,0.716679,0.738997,-0.022318
72.727273,75.789474,0.714687,0.738997,-0.024310
72.727273,80.526316,0.713479,0.738997,-0.025518
72.727273,85.263158,0.713139,0.738997,-0.025857
72.727273,90.000000,0.713670,0.738997,-0.025327
74.545455,0.000000,0.738269,0.738269,0.000000
74.545455,4.736842,0.740030,0.738269,0.001762
74.545455,9.473684,0.741123,0.738269,0.002854
74.545455,14.210526,0.741892,0.738269,0.003624
74.545455,18.947368,0.742497,0.738269,0.004228
74.545455,23.684211,0.742841,0.738269,0.004572
74.545455,28.421053,0.742664,0.738269,0.004396
74.545455,33.157895,0.741707,0.738269,0.003438
74.545455,37.894737,0.739844,0.738269,0.001575
74.545455,42.631579,0.737139,0.738269,-0.001130
74.545455,47.368421,0.733810,0.738269,-0.004459
74.545455,52.105263,0.730148,0.738269,-0.008121
74.545455,56.842105,0.726432,0.738269,-0.011836
74.545455,61.578947,0.722888,0.738269,-0.015381
74.545455,66.315789,0.719688,0.738269,-0.018580
74.545455,71.052632,0.716983,0.738269,-0.021286
74.545455,75.789474,0.714908,0.738269,-0.023361
74.545455,80.526316,0.713584,0.738269,-0.024684
74.545455,85.263158,0.713108,0.738269,-0.025160
74.545455,90.000000,0.713495,0.738269,-0.024773
76.363636,0.000000,0.737677,0.737677,0.000000
76.363636,4.736842,0.739190,0.737677,0.001513
76.363636,9.473684,0.740013,0.737677,0.002336
76.363636,14.210526,0.740566,0.737677,0.002890
76.363636,18.947368,0.741071,0.737677,0.003394
76.363636,23.684211,0.741458,0.737677,0.003781
76.363636,28.421053,0.741459,0.737677,0.003782
76.363636,33.157895,0.740775,0.737677,0.003098
76.363636,37.894737,0.739228,0.737677,0.001552
76.363636,42.631579,0.736832,0.737677,-0.000844
76.363636,47.368421,0.733768,0.737677,-0.003908
76.363636,52.105263,0.730309,0.737677,-0.007368
76.363636,56.842105,0.726728,0.737677,-0.010948
76.363636,61.578947,0.723256,0.737677,-0.014421
76.363636,66.315789,0.720070,0.737677,-0.017607
76.363636,71.052632,0.717324,0.737677,-0.020353
76.363636,75.789474,0.715161,0.737677,-0.022515
76.363636,80.526316,0.713715,0.737677,-0.023962
76.363636,85.263158,0.713096,0.737677,-0.024581
76.363636,90.000000,0.713333,0.737677,-0.024344
78.181818,0.000000,0.737210,0.737210,0.000000
78.181818,4.736842,0.738468,0.737210,0.001258
78.181818,9.473684,0.739008,0.737210,0.001798
78.181818,14.210526,0.739329,0.737210,0.002119
78.181818,18.947368,0.739713,0.737210,0.002503
78.181818,23.684211,0.740122,0.737210,0.002912
78.181818,28.421053,0.740282,0.737210,0.003072
78.181818,33.157895,0.739858,0.737210,0.002648
78.181818,37.894737,0.738623,0.737210,0.001413
78.181818,42.631579,0.736538,0.737210,-0.000672
78.181818,47.368421,0.733746,0.737210,-0.003465
78.181818,52.105263,0.730496,0.737210,-0.006714
78.181818,56.842105,0.727059,0.737210,-0.010152
78.181818,61.578947,0.723663,0.737210,-0.013547
78.181818,66.315789,0.720493,0.737210,-0.016717
78.181818,71.052632,0.717705,0.737210,-0.019505
78.181818,75.789474,0.715450,0.737210,-0.021760
78.181818,80.526316,0.713875,0.737210,-0.023336
78.181818,85.263158,0.713105,0.737210,-0.024105
78.181818,90.000000,0.713185,0.737210,-0.024025
80.000000,0.000000,0.736857,0.736857,0.000000
80.000000,4.736842,0.737854,0.736857,0.000996
80.000000,9.473684,0.738101,0.736857,0.001244
80.000000,14.210526,0.738175,0.736857,0.001317
80.000000,18.947368,0.738422,0.736857,0.001564
80.000000,23.684211,0.738835,0.736857,0.001978
80.000000,28.421053,0.739137,0.736857,0.002280
80.000000,33.157895,0.738962,0.736857,0.002104
80.000000,37.894737,0.738032,0.736857,0.001174
80.000000,42.631579,0.736258,0.736857,-0.000599
80.000000,47.368421,0.733743,0.736857,-0.003115
80.000000,52.105263,0.730711,0.736857,-0.006146
80.000000,56.842105,0.727424,0.736857,-0.009433
80.000000,61.578947,0.724112,0.736857,-0.012746
80.000000,66.315789,0.720959,0.736857,-0.015899
80.000000,71.052632,0.718128,0.736857,-0.018729
80.000000,75.789474,0.715778,0.736857,-0.021080
80.000000,80.526316,0.714067,0.736857,-0.022791
80.000000,85.263158,0.713140,0.736857,-0.023718
80.000000,90.000000,0.713057,0.736857,-0.023801
81.818182,0.000000,0.736607,0.736607,0.000000
81.818182,4.736842,0.737337,0.736607,0.000731
81.818182,9.473684,0.737285,0.736607,0.000678
81.818182,14.210526,0.737100,0.736607,0.000493
81.818182,18.947368,0.737195,0.736607,0.000589
81.818182,23.684211,0.737598,0.736607,0.000991
81.818182,28.421053,0.738027,0.736607,0.001420
81.818182,33.157895,0.738088,0.736607,0.001481
81.818182,37.894737,0.737457,0.736607,0.000850
81.818182,42.631579,0.735995,0.736607,-0.000612
81.818182,47.368421,0.733761,0.736607,-0.002846
81.818182,52.105263,0.730956,0.736607,-0.005651
81.818182,56.842105,0.727827,0.736607,-0.008780
81.818182,61.578947,0.724602,0.736607,-0.012004
81.818182,66.315789,0.721470,0.736607,-0.015137
81.818182,71.052632,0.718596,0.736607,-0.018011
81.818182,75.789474,0.716146,0.736607,-0.020461
81.818182,80.526316,0.714294,0.736607,-0.022313
81.818182,85.263158,0.713203,0.736607,-0.023403
81.818182,90.000000,0.712950,0.736607,-0.023657
83.636364,0.000000,0.736447,0.736447,0.000000
83.636364,4.736842,0.736909,0.736447,0.000462
83.636364,9.473684,0.736550,0.736447,0.000103
83.636364,14.210526,0.736099,0.736447,-0.000348
83.636364,18.947368,0.736032,0.736447,-0.000415
83.636364,23.684211,0.736410,0.736447,-0.000037
83.636364,28.421053,0.736953,0.736447,0.000506
83.636364,33.157895,0.737239,0.736447,0.000791
83.636364,37.894737,0.736900,0.736447,0.000453
83.636364,42.631579,0.735749,0.736447,-0.000698
83.636364,47.368421,0.733803,0.736447,-0.002645
83.636364,52.105263,0.731230,0.736447,-0.005217
83.636364,56.842105,0.728267,0.736447,-0.008181
83.636364,61.578947,0.725137,0.736447,-0.011310
83.636364,66.315789,0.722029,0.736447,-0.014419
83.636364,71.052632,0.719111,0.736447,-0.017336
83.636364,75.789474,0.716558,0.736447,-0.019889
83.636364,80.526316,0.714560,0.736447,-0.021887
83.636364,85.263158,0.713299,0.736447,-0.023148
83.636364,90.000000,0.712870,0.736447,-0.023578
85.454545,0.000000,0.736367,0.736367,0.000000
85.454545,4.736842,0.736559,0.736367,0.000191
85.454545,9.473684,0.735890,0.736367,-0.000477
85.454545,14.210526,0.735168,0.736367,-0.001200
85.454545,18.947368,0.734930,0.736367,-0.001438
85.454545,23.684211,0.735272,0.736367,-0.001095
85.454545,28.421053,0.735917,0.736367,-0.000451
85.454545,33.157895,0.736418,0.736367,0.000050
85.454545,37.894737,0.736366,0.736367,-0.000002
85.454545,42.631579,0.735525,0.736367,-0.000843
85.454545,47.368421,0.733868,0.736367,-0.002499
85.454545,52.105263,0.731536,0.736367,-0.004832
85.454545,56.842105,0.728745,0.736367,-0.007622
85.454545,61.578947,0.725717,0.736367,-0.010651
85.454545,66.315789,0.722636,0.736367,-0.013731
85.454545,71.052632,0.719675,0.736367,-0.016692
85.454545,75.789474,0.717017,0.736367,-0.019351
85.454545,80.526316,0.714868,0.736367,-0.021500
85.454545,85.263158,0.713430,0.736367,-0.022938
85.454545,90.000000,0.712818,0.736367,-0.023549
87.272727,0.000000,0.736357,0.736357,0.000000
87.272727,4.736842,0.736277,0.736357,-0.000080
87.272727,9.473684,0.735297,0.736357,-0.001060
87.272727,14.210526,0.734300,0.736357,-0.002057
87.272727,18.947368,0.733885,0.736357,-0.002471
87.272727,23.684211,0.734184,0.736357,-0.002173
87.272727,28.421053,0.734921,0.736357,-0.001436
87.272727,33.157895,0.735627,0.736357,-0.000730
87.272727,37.894737,0.735855,0.736357,-0.000502
87.272727,42.631579,0.735322,0.736357,-0.001035
87.272727,47.368421,0.733959,0.736357,-0.002398
87.272727,52.105263,0.731873,0.736357,-0.004484
87.272727,56.842105,0.729264,0.736357,-0.007093
87.272727,61.578947,0.726343,0.736357,-0.010014
87.272727,66.315789,0.723294,0.736357,-0.013063
87.272727,71.052632,0.720291,0.736357,-0.016066
87.272727,75.789474,0.717524,0.736357,-0.018833
87.272727,80.526316,0.715219,0.736357,-0.021138
87.272727,85.263158,0.713599,0.736357,-0.022758
87.272727,90.000000,0.712799,0.736357,-0.023557
89.090909,0.000000,0.736405,0.736405,0.000000
89.090909,4.736842,0.736054,0.736405,-0.000351
89.090909,9.473684,0.734764,0.736405,-0.001641
89.090909,14.210526,0.733490,0.736405,-0.002915
89.090909,18.947368,0.732897,0.736405,-0.003509
89.090909,23.684211,0.733145,0.736405,-0.003260
89.090909,28.421053,0.733965,0.736405,-0.002440
89.090909,33.157895,0.734868,0.736405,-0.001537
89.090909,37.894737,0.735370,0.736405,-0.001036
89.090909,42.631579,0.735143,0.736405,-0.001262
89.090909,47.368421,0.734076,0.736405,-0.002329
89.090909,52.105263,0.732244,0.736405,-0.004162
89.090909,56.842105,0.729823,0.736405,-0.006582
89.090909,61.578947,0.727016,0.736405,-0.009389
89.090909,66.315789,0.724004,0.736405,-0.012402
89.090909,71.052632,0.720959,0.736405,-0.015446
89.090909,75.789474,0.718083,0.736405,-0.018322
89.090909,80.526316,0.715617,0.736405,-0.020789
89.090909,85.263158,0.713809,0.736405,-0.022596
89.090909,90.000000,0.712816,0.736405,-0.023589
90.909091,0.000000,0.736503,0.736503,0.000000
90.909091,4.736842,0.735882,0.736503,-0.000621
90.909091,9.473684,0.734283,0.736503,-0.002220
90.909091,14.210526,0.732735,0.736503,-0.003768
90.909091,18.947368,0.731960,0.736503,-0.004543
90.909091,23.684211,0.732155,0.736503,-0.004348
90.909091,28.421053,0.733051,0.736503,-0.003451
90.909091,33.157895,0.734144,0.736503,-0.002359
90.909091,37.894737,0.734913,0.736503,-0.001590
90.909091,42.631579,0.734990,0.736503,-0.001513
90.909091,47.368421,0.734222,0.736503,-0.002281
90.909091,52.105263,0.732648,0.736503,-0.003855
90.909091,56.842105,0.730424,0.736503,-0.006079
90.909091,61.578947,0.727738,0.736503,-0.008765
90.909091,66.315789,0.724766,0.736503,-0.011736
90.909091,71.052632,0.721682,0.736503,-0.014821
90.909091,75.789474,0.718694,0.736503,-0.017809
90.909091,80.526316,0.716063,0.736503,-0.020440
90.909091,85.263158,0.714062,0.736503,-0.022441
90.909091,90.000000,0.712872,0.736503,-0.023631
92.727273,0.000000,0.736640,0.736640,0.000000
92.727273,4.736842,0.735752,0.736640,-0.000889
92.727273,9.473684,0.733847,0.736640,-0.002793
92.727273,14.210526,0.732028,0.736640,-0.004612
92.727273,18.947368,0.731074,0.736640,-0.005566
92.727273,23.684211,0.731212,0.736640,-0.005428
92.727273,28.421053,0.732180,0.736640,-0.004460
92.727273,33.157895,0.733455,0.736640,-0.003185
92.727273,37.894737,0.734486,0.736640,-0.002154
92.727273,42.631579,0.734865,0.736640,-0.001775
92.727273,47.368421,0.734397,0.736640,-0.002243
92.727273,52.105263,0.733086,0.736640,-0.003554
92.727273,56.842105,0.731066,0.736640,-0.005575
92.727273,61.578947,0.728508,0.736640,-0.008132
92.727273,66.315789,0.725583,0.736640,-0.011058
92.727273,71.052632,0.722460,0.736640,-0.014180
92.727273,75.789474,0.719359,0.736640,-0.017281
92.727273,80.526316,0.716559,0.736640,-0.020081
92.727273,85.263158,0.714361,0.736640,-0.022279
92.727273,90.000000,0.712968,0.736640,-0.023672
94.545455,0.000000,0.736809,0.736809,0.000000
94.545455,4.736842,0.735656,0.736809,-0.001153
94.545455,9.473684,0.733451,0.736809,-0.003357
94.545455,14.210526,0.731366,0.736809,-0.005443
94.545455,18.947368,0.730236,0.736809,-0.006573
94.545455,23.684211,0.730317,0.736809,-0.006492
94.545455,28.421053,0.731353,0.736809,-0.005456
94.545455,33.157895,0.732804,0.736809,-0.004005
94.545455,37.894737,0.734091,0.736809,-0.002717
94.545455,42.631579,0.734769,0.736809,-0.002040
94.545455,47.368421,0.734602,0.736809,-0.002207
94.545455,52.105263,0.733560,0.736809,-0.003249
94.545455,56.842105,0.731749,0.736809,-0.005059
94.545455,61.578947,0.729327,0.736809,-0.007481
94.545455,66.315789,0.726453,0.736809,-0.010356
94.545455,71.052632,0.723294,0.736809,-0.013514
94.545455,75.789474,0.720078,0.736809,-0.016730
94.545455,80.526316,0.717106,0.736809,-0.019702
94.545455,85.263158,0.714707,0.736809,-0.022102
94.545455,90.000000,0.713108,0.736809,-0.023700
96.363636,0.000000,0.737000,0.737000,0.000000
96.363636,4.736842,0.735586,0.737000,-0.001414
96.363636,9.473684,0.733089,0.737000,-0.003912
96.363636,14.210526,0.730744,0.737000,-0.006256
96.363636,18.947368,0.729442,0.737000,-0.007558
96.363636,23.684211,0.729468,0.737000,-0.007532
96.363636,28.421053,0.730569,0.737000,-0.006431
96.363636,33.157895,0.732192,0.737000,-0.004808
96.363636,37.894737,0.733731,0.737000,-0.003269
96.363636,42.631579,0.734703,0.737000,-0.002297
96.363636,47.368421,0.734838,0.737000,-0.002162
96.363636,52.105263,0.734069,0.737000,-0.002931
96.363636,56.842105,0.732475,0.737000,-0.004525
96.363636,61.578947,0.730195,0.737000,-0.006806
96.363636,66.315789,0.727376,0.737000,-0.009624
96.363636,71.052632,0.724184,0.737000,-0.012816
96.363636,75.789474,0.720853,0.737000,-0.016148
