phi_deg,theta_deg,delta_C_avg,delta_C_min
176.363636,23.684211,0.00905250,-0.09365767
178.181818,23.684211,0.00940992,-0.09704271
180.000000,23.684211,0.00952514,-0.10074059
0.000000,28.421053,-0.00735505,-0.10716138
1.818182,28.421053,-0.00841171,-0.11254622
3.636364,28.421053,-0.00960041,-0.11800708
5.454545,28.421053,-0.01090909,-0.12350776
7.272727,28.421053,-0.01232040,-0.12828518
9.090909,28.421053,-0.01381126,-0.12829067
10.909091,28.421053,-0.01535240,-0.12803150
12.727273,28.421053,-0.01690840,-0.12751439
14.545455,28.421053,-0.01843791,-0.12674951
16.363636,28.421053,-0.01989453,-0.12575042
18.181818,28.421053,-0.02122819,-0.12453399
20.000000,28.421053,-0.02238715,-0.12312010
21.818182,28.421053,-0.02332059,-0.12153126
23.636364,28.421053,-0.02398163,-0.11979196
25.454545,28.421053,-0.02433052,-0.11792806
27.272727,28.421053,-0.02433776,-0.11596588
29.090909,28.421053,-0.02398666,-0.11393137
30.909091,28.421053,-0.02327512,-0.11184918
32.727273,28.421053,-0.02221622,-0.10974177
34.545455,28.421053,-0.02083767,-0.10762866
36.363636,28.421053,-0.01918002,-0.10552578
38.181818,28.421053,-0.01729397,-0.10344503
40.000000,28.421053,-0.01523701,-0.10139407
41.818182,28.421053,-0.01306991,-0.09937635
43.636364,28.421053,-0.01085330,-0.09739130
45.454545,28.421053,-0.00864475,-0.09543478
47.272727,28.421053,-0.00649643,-0.09349961
49.090909,28.421053,-0.00445356,-0.09157628
50.909091,28.421053,-0.00255346,-0.08965362
52.727273,28.421053,-0.00082535,-0.08674494
54.545455,28.421053,0.00070950,-0.07964435
56.363636,28.421053,0.00203716,-0.07278505
58.181818,28.421053,0.00315026,-0.06619520
60.000000,28.421053,0.00404708,-0.05989189
61.818182,28.421053,0.00473059,-0.05388291
63.636364,28.421053,0.00520754,-0.04816850
65.454545,28.421053,0.00548764,-0.04274297
67.272727,28.421053,0.00558278,-0.03759610
69.090909,28.421053,0.00550642,-0.03271436
70.909091,28.421053,0.00527302,-0.02808194
72.727273,28.421053,0.00489764,-0.02368158
74.545455,28.421053,0.00439556,-0.01949520
76.363636,28.421053,0.00378199,-0.01550445
78.181818,28.421053,0.00307192,-0.01169106
80.000000,28.421053,0.00227990,-0.00803714
81.818182,28.421053,0.00141997,-0.00452539
83.636364,28.421053,0.00050555,-0.00113921
85.454545,28.421053,-0.00045056,0.00213720
87.272727,28.421053,-0.00143625,0.00531879
89.090909,28.421053,-0.00244007,0.00841966
90.909091,28.421053,-0.00345127,0.01145308
92.727273,28.421053,-0.00445975,0.01443146
94.545455,28.421053,-0.00545605,0.01523197
96.363636,28.421053,-0.00643134,0.00999590
98.181818,28.421053,-0.00737740,0.00480988
100.000000,28.421053,-0.00828657,-0.00030623
101.818182,28.421053,-0.00915172,-0.00533417
103.636364,28.421053,-0.00996627,-0.01025729
105.454545,28.421053,-0.01072413,-0.01506054
107.272727,28.421053,-0.01141967,-0.01973040
109.090909,28.421053,-0.01204774,-0.02425491
110.909091,28.421053,-0.01260361,-0.02862364
112.727273,28.421053,-0.01308298,-0.03282762
114.545455,28.421053,-0.01348199,-0.03685939
116.363636,28.421053,-0.01379714,-0.04071292
118.181818,28.421053,-0.01402539,-0.04438362
120.000000,28.421053,-0.01416406,-0.04786832
121.818182,28.421053,-0.01421091,-0.05116526
123.636364,28.421053,-0.01416409,-0.05427407
125.454545,28.421053,-0.01402220,-0.05719577
127.272727,28.421053,-0.01378430,-0.05993275
129.090909,28.421053,-0.01344990,-0.06248879
130.909091,28.421053,-0.01301903,-0.06486904
132.727273,28.421053,-0.01249225,-0.06708003
134.545455,28.421053,-0.01187071,-0.06912964
136.363636,28.421053,-0.01115620,-0.07102718
138.181818,28.421053,-0.01035117,-0.07278328
140.000000,28.421053,-0.00945885,-0.07441001
141.818182,28.421053,-0.00848330,-0.07592080
143.636364,28.421053,-0.00742948,-0.07733046
145.454545,28.421053,-0.00630332,-0.07865520
147.272727,28.421053,-0.00511188,-0.07991257
149.090909,28.421053,-0.00386339,-0.08112148
150.909091,28.421053,-0.00256737,-0.08230217
152.727273,28.421053,-0.00123478,-0.08347611
154.545455,28.421053,0.00012195,-0.08466601
156.363636,28.421053,0.00148875,-0.08589565
158.181818,28.421053,0.00284985,-0.08718983
160.000000,28.421053,0.00418772,-0.08857417
161.818182,28.421053,0.00548301,-0.09007491
163.636364,28.421053,0.00671453,-0.09171866
165.454545,28.421053,0.00785936,-0.09353205
167.272727,28.421053,0.00889293,-0.09554134
169.090909,28.421053,0.00978922,-0.09777190
170.909091,28.421053,0.01052113,-0.10024759
172.727273,28.421053,0.01106086,-0.10299001
174.545455,28.421053,0.01138057,-0.10601764
176.363636,28.421053,0.01145307,-0.10934478
178.181818,28.421053,0.01125277,-0.11298036
180.000000,28.421053,0.01075677,-0.11692659
0.000000,33.157895,-0.00938697,-0.11930805
1.818182,33.157895,-0.01060037,-0.12534444
3.636364,33.157895,-0.01196845,-0.13148220
5.454545,33.157895,-0.01347899,-0.13768412
7.272727,33.157895,-0.01511403,-0.14318521
9.090909,33.157895,-0.01684926,-0.14393384
10.909091,33.157895,-0.01865363,-0.14443317
12.727273,33.157895,-0.02048919,-0.14468456
14.545455,33.157895,-0.02231141,-0.14469146
16.363636,33.157895,-0.02406996,-0.14445942
18.181818,33.157895,-0.02571017,-0.14399604
20.000000,33.157895,-0.02717506,-0.14331075
21.818182,33.157895,-0.02840803,-0.14241467
23.636364,33.157895,-0.02935607,-0.14132029
25.454545,33.157895,-0.02997311,-0.14004115
27.272727,33.157895,-0.03022335,-0.13859147
29.090909,33.157895,-0.03008410,-0.13698573
30.909091,33.157895,-0.02954775,-0.13523823
32.727273,33.157895,-0.02862269,-0.13336277
34.545455,33.157895,-0.02733290,-0.13137217
36.363636,33.157895,-0.02571635,-0.12927807
38.181818,33.157895,-0.02382240,-0.12709062
40.000000,33.157895,-0.02170853,-0.12481836
41.818182,33.157895,-0.01943673,-0.12246814
43.636364,33.157895,-0.01707003,-0.12004515
45.454545,33.157895,-0.01466937,-0.11755303
47.272727,33.157895,-0.01229115,-0.11499402
49.090909,33.157895,-0.00998538,-0.11236916
50.909091,33.157895,-0.00779459,-0.10967858
52.727273,33.157895,-0.00575329,-0.10594717
54.545455,33.157895,-0.00388806,-0.09798047
56.363636,33.157895,-0.00221788,-0.09022265
58.181818,33.157895,-0.00075486,-0.08271211
60.000000,33.157895,0.00049499,-0.07547524
61.818182,33.157895,0.00153088,-0.06852807
63.636364,33.157895,0.00235632,-0.06187792
65.454545,33.157895,0.00297832,-0.05552505
67.272727,33.157895,0.00340662,-0.04946406
69.090909,33.157895,0.00365303,-0.04368520
70.909091,33.157895,0.00373082,-0.03817545
72.727273,33.157895,0.00365427,-0.03291944
74.545455,33.157895,0.00343824,-0.02790025
76.363636,33.157895,0.00309784,-0.02309997
78.181818,33.157895,0.00264823,-0.01850023
80.000000,33.157895,0.00210432,-0.01408256
81.818182,33.157895,0.00148070,-0.00982871
83.636364,33.157895,0.00079149,-0.00572081
85.454545,33.157895,0.00005026,-0.00174155
87.272727,33.157895,-0.00073001,0.00212567
89.090909,33.157895,-0.00153698,0.00589675
90.909091,33.157895,-0.00235898,0.00958680
92.727273,33.157895,-0.00318496,0.01321012
94.545455,33.157895,-0.00400457,0.01678021
96.363636,33.157895,-0.00480808,0.01320153
98.181818,33.157895,-0.00558641,0.00773005
100.000000,33.157895,-0.00633109,0.00232651
101.818182,33.157895,-0.00703424,-0.00299092
103.636364,33.157895,-0.00768860,-0.00820570
105.454545,33.157895,-0.00828743,-0.01330286
107.272727,33.157895,-0.00882458,-0.01826900
109.090909,33.157895,-0.00929441,-0.02309226
110.909091,33.157895,-0.00969182,-0.02776232
112.727273,33.157895,-0.01001223,-0.03227033
114.545455,33.157895,-0.01025156,-0.03660893
116.363636,33.157895,-0.01040627,-0.04077220
118.181818,33.157895,-0.01047330,-0.04475567
120.000000,33.157895,-0.01045016,-0.04855627
121.818182,33.157895,-0.01033485,-0.05217234
123.636364,33.157895,-0.01012597,-0.05560361
125.454545,33.157895,-0.00982265,-0.05885119
127.272727,33.157895,-0.00942466,-0.06191758
129.090909,33.157895,-0.00893239,-0.06480662
130.909091,33.157895,-0.00834692,-0.06752354
132.727273,33.157895,-0.00767005,-0.07007493
134.545455,33.157895,-0.00690435,-0.07246876
136.363636,33.157895,-0.00605323,-0.07471434
138.181818,33.157895,-0.00512099,-0.07682237
140.000000,33.157895,-0.00411293,-0.07880493
141.818182,33.157895,-0.00303534,-0.08067547
143.636364,33.157895,-0.00189569,-0.08244878
145.454545,33.157895,-0.00070263,-0.08414105
147.272727,33.157895,0.00053390,-0.08576980
149.090909,33.157895,0.00180259,-0.08735387
150.909091,33.157895,0.00309066,-0.08891340
152.727273,33.157895,0.00438384,-0.09046977
154.545455,33.157895,0.00566626,-0.09204554
156.363636,33.157895,0.00692046,-0.09366435
158.181818,33.157895,0.00812734,-0.09535078
160.000000,33.157895,0.00926622,-0.09713022
161.818182,33.157895,0.01031490,-0.09902867
163.636364,33.157895,0.01124980,-0.10107243
165.454545,33.157895,0.01204613,-0.10328779
167.272727,33.157895,0.01267819,-0.10570064
169.090909,33.157895,0.01311975,-0.10833592
170.909091,33.157895,0.01334449,-0.11121704
172.727273,33.157895,0.01332662,-0.11436510
174.545455,33.157895,0.01304161,-0.11779802
176.363636,33.157895,0.01246696,-0.12152951
178.181818,33.157895,0.01158325,-0.12556787
180.000000,33.157895,0.01037514,-0.12991463
0.000000,37.894737,-0.01137051,-0.13067782
1.818182,37.894737,-0.01277263,-0.13717015
3.636364,37.894737,-0.01434679,-0.14378070
5.454545,37.894737,-0.01608014,-0.15047174
7.272727,37.894737,-0.01795375,-0.15647718
9.090909,37.894737,-0.01994193,-0.15774357
10.909091,37.894737,-0.02201181,-0.15877152
12.727273,37.894737,-0.02412321,-0.15955905
14.545455,37.894737,-0.02622890,-0.16010545
16.363636,37.894737,-0.02827543,-0.16041135
18.181818,37.894737,-0.03020461,-0.16047862
20.000000,37.894737,-0.03195559,-0.16031035
21.818182,37.894737,-0.03346764,-0.15991077
23.636364,37.894737,-0.03468342,-0.15928511
25.454545,37.894737,-0.03555245,-0.15843949
27.272727,37.894737,-0.03603460,-0.15738077
29.090909,37.894737,-0.03610302,-0.15611640
30.909091,37.894737,-0.03574626,-0.15465422
32.727273,37.894737,-0.03496931,-0.15300236
34.545455,37.894737,-0.03379333,-0.15116903
36.363636,37.894737,-0.03225409,-0.14916240
38.181818,37.894737,-0.03039952,-0.14699050
40.000000,37.894737,-0.02828635,-0.14466113
41.818182,37.894737,-0.02597663,-0.14218177
43.636364,37.894737,-0.02353414,-0.13955953
45.454545,37.894737,-0.02102126,-0.13680118
47.272727,37.894737,-0.01849638,-0.13391311
49.090909,37.894737,-0.01601201,-0.13090138
50.909091,37.894737,-0.01361352,-0.12777174
52.727273,37.894737,-0.01133857,-0.12355510
54.545455,37.894737,-0.00921701,-0.11506325
56.363636,37.894737,-0.00727115,-0.10674661
58.181818,37.894737,-0.00551638,-0.09864966
60.000000,37.894737,-0.00396189,-0.09080454
61.818182,37.894737,-0.00261147,-0.08323265
63.636364,37.894737,-0.00146439,-0.07594617
65.454545,37.894737,-0.00051614,-0.06894964
67.272727,37.894737,0.00024078,-0.06224138
69.090909,37.894737,0.00081620,-0.05581476
70.909091,37.894737,0.00122174,-0.04965931
72.727273,37.894737,0.00147026,-0.04376167
74.545455,37.894737,0.00157547,-0.03810637
76.363636,37.894737,0.00155161,-0.03267654
78.181818,37.894737,0.00141312,-0.02745439
80.000000,37.894737,0.00117443,-0.02242167
81.818182,37.894737,0.00084983,-0.01756003
83.636364,37.894737,0.00045324,-0.01285122
85.454545,37.894737,-0.00000178,-0.00827735
87.272727,37.894737,-0.00050221,-0.00382104
89.090909,37.894737,-0.00103556,0.00053450
90.909091,37.894737,-0.00158993,0.00480539
92.727273,37.894737,-0.00215403,0.00900699
94.545455,37.894737,-0.00271721,0.01315387
96.363636,37.894737,-0.00326945,0.01725984
98.181818,37.894737,-0.00380133,0.01377309
100.000000,37.894737,-0.00430411,0.00827466
101.818182,37.894737,-0.00476964,0.00285123
103.636364,37.894737,-0.00519040,-0.00248098
105.454545,37.894737,-0.00555950,-0.00770731
107.272727,37.894737,-0.00587062,-0.01281465
109.090909,37.894737,-0.00611810,-0.01779138
110.909091,37.894737,-0.00629683,-0.02262741
112.727273,37.894737,-0.00640235,-0.02731408
114.545455,37.894737,-0.00643078,-0.03184422
116.363636,37.894737,-0.00637891,-0.03621205
118.181818,37.894737,-0.00624411,-0.04041324
120.000000,37.894737,-0.00602443,-0.04444483
121.818182,37.894737,-0.00571860,-0.04830523
123.636364,37.894737,-0.00532604,-0.05199425
125.454545,37.894737,-0.00484689,-0.05551304
127.272727,37.894737,-0.00428209,-0.05886411
129.090909,37.894737,-0.00363335,-0.06205131
130.909091,37.894737,-0.00290325,-0.06507984
132.727273,37.894737,-0.00209526,-0.06795623
134.545455,37.894737,-0.00121383,-0.07068837
136.363636,37.894737,-0.00026438,-0.07328548
138.181818,37.894737,0.00074658,-0.07575811
140.000000,37.894737,0.00181141,-0.07811818
141.818182,37.894737,0.00292131,-0.08037892
143.636364,37.894737,0.00406621,-0.08255490
145.454545,37.894737,0.00523478,-0.08466202
147.272727,37.894737,0.00641432,-0.08671749
149.090909,37.894737,0.00759080,-0.08873977
150.909091,37.894737,0.00874876,-0.09074860
152.727273,37.894737,0.00987140,-0.09276490
154.545455,37.894737,0.01094052,-0.09481071
156.363636,37.894737,0.01193665,-0.09690908
158.181818,37.894737,0.01283908,-0.09908400
160.000000,37.894737,0.01362603,-0.10136015
161.818182,37.894737,0.01427483,-0.10376278
163.636364,37.894737,0.01476215,-0.10631738
165.454545,37.894737,0.01506430,-0.10904937
167.272727,37.894737,0.01515761,-0.11198369
169.090909,37.894737,0.01501889,-0.11514430
170.909091,37.894737,0.01462591,-0.11855353
172.727273,37.894737,0.01395805,-0.12223137
174.545455,37.894737,0.01299699,-0.12619455
176.363636,37.894737,0.01172744,-0.13045555
178.181818,37.894737,0.01013802,-0.13502139
180.000000,37.894737,0.00822215,-0.13989228
0.000000,42.631579,-0.01333317,-0.14088286
1.818182,42.631579,-0.01494493,-0.14760064
3.636364,42.631579,-0.01674066,-0.15444535
5.454545,42.631579,-0.01870652,-0.16137953
7.272727,42.631579,-0.02082232,-0.16763698
9.090909,42.631579,-0.02306092,-0.16916378
10.909091,42.631579,-0.02538771,-0.17045967
12.727273,42.631579,-0.02776055,-0.17152134
14.545455,42.631579,-0.03013002,-0.17234640
16.363636,42.631579,-0.03244028,-0.17293332
18.181818,42.631579,-0.03463054,-0.17328146
20.000000,42.631579,-0.03663726,-0.17339107
21.818182,42.631579,-0.03839689,-0.17326323
23.636364,42.631579,-0.03984924,-0.17289986
25.454545,42.631579,-0.04094103,-0.17230363
27.272727,42.631579,-0.04162934,-0.17147795
29.090909,42.631579,-0.04188474,-0.17042689
30.909091,42.631579,-0.04169336,-0.16915511
32.727273,42.631579,-0.04105805,-0.16766784
34.545455,42.631579,-0.03999813,-0.16597076
36.363636,42.631579,-0.03854789,-0.16406996
38.181818,42.631579,-0.03675413,-0.16197188
40.000000,42.631579,-0.03467289,-0.15968326
41.818182,42.631579,-0.03236589,-0.15721105
43.636364,42.631579,-0.02989698,-0.15456239
45.454545,42.631579,-0.02732898,-0.15174454
47.272727,42.631579,-0.02472109,-0.14876486
49.090909,42.631579,-0.02212687,-0.14563076
50.909091,42.631579,-0.01959308,-0.14234966
52.727273,42.631579,-0.01715890,-0.13795440
54.545455,42.631579,-0.01485592,-0.12925885
56.363636,42.631579,-0.01270827,-0.12071561
58.181818,42.631579,-0.01073326,-0.11237136
60.000000,42.631579,-0.00894199,-0.10426041
61.818182,42.631579,-0.00734018,-0.09640619
63.636364,42.631579,-0.00592894,-0.08882282
65.454545,42.631579,-0.00470558,-0.08151657
67.272727,42.631579,-0.00366431,-0.07448731
69.090909,42.631579,-0.00279686,-0.06772969
70.909091,42.631579,-0.00209312,-0.06123435
72.727273,42.631579,-0.00154155,-0.05498876
74.545455,42.631579,-0.00112965,-0.04897812
76.363636,42.631579,-0.00084428,-0.04318595
78.181818,42.631579,-0.00067196,-0.03759470
80.000000,42.631579,-0.00059909,-0.03218618
81.818182,42.631579,-0.00061212,-0.02694192
83.636364,42.631579,-0.00069772,-0.02184345
85.454545,42.631579,-0.00084291,-0.01687255
87.272727,42.631579,-0.00103510,-0.01201138
89.090909,42.631579,-0.00126219,-0.00724269
90.909091,42.631579,-0.00151261,-0.00254984
92.727273,42.631579,-0.00177536,0.00208303
94.545455,42.631579,-0.00204005,0.00667102
96.363636,42.631579,-0.00229688,0.01122839
98.181818,42.631579,-0.00253670,0.01576850
100.000000,42.631579,-0.00275099,0.01647718
101.818182,42.631579,-0.00293188,0.01113876
103.636364,42.631579,-0.00307215,0.00587200
105.454545,42.631579,-0.00316525,0.00069097
107.272727,42.631579,-0.00320528,-0.00439176
109.090909,42.631579,-0.00318703,-0.00936507
110.909091,42.631579,-0.00310597,-0.01421928
112.727273,42.631579,-0.00295829,-0.01894612
114.545455,42.631579,-0.00274086,-0.02353872
116.363636,42.631579,-0.00245132,-0.02799160
118.181818,42.631579,-0.00208805,-0.03230063
120.000000,42.631579,-0.00165021,-0.03646302
121.818182,42.631579,-0.00113777,-0.04047733
123.636364,42.631579,-0.00055156,-0.04434342
125.454545,42.631579,0.00010674,-0.04806250
127.272727,42.631579,0.00083453,-0.05163703
129.090909,42.631579,0.00162826,-0.05507082
130.909091,42.631579,0.00248339,-0.05836895
132.727273,42.631579,0.00339437,-0.06153777
134.545455,42.631579,0.00435459,-0.06458496
136.363636,42.631579,0.00535631,-0.06751945
138.181818,42.631579,0.00639072,-0.07035148
140.000000,42.631579,0.00744780,-0.07309255
141.818182,42.631579,0.00851641,-0.07575545
143.636364,42.631579,0.00958418,-0.07835423
145.454545,42.631579,0.01063762,-0.08090419
147.272727,42.631579,0.01166205,-0.08342188
149.090909,42.631579,0.01264167,-0.08592504
150.909091,42.631579,0.01355965,-0.08843259
152.727273,42.631579,0.01439814,-0.09096457
154.545455,42.631579,0.01513844,-0.09354204
156.363636,42.631579,0.01576111,-0.09618702
158.181818,42.631579,0.01624614,-0.09892237
160.000000,42.631579,0.01657313,-0.10177157
161.818182,42.631579,0.01672158,-0.10475856
163.636364,42.631579,0.01667112,-0.10790749
165.454545,42.631579,0.01640186,-0.11124232
167.272727,42.631579,0.01589474,-0.11478649
169.090909,42.631579,0.01513196,-0.11856236
170.909091,42.631579,0.01409740,-0.12259062
172.727273,42.631579,0.01277718,-0.12688954
174.545455,42.631579,0.01116018,-0.13147412
176.363636,42.631579,0.00923871,-0.13635502
178.181818,42.631579,0.00700910,-0.14153744
180.000000,42.631579,0.00447249,-0.14701973
0.000000,47.368421,-0.01538220,-0.14923818
1.818182,47.368421,-0.01721051,-0.15593630
3.636364,47.368421,-0.01922922,-0.16276435
5.454545,47.368421,-0.02142331,-0.16968608
7.272727,47.368421,-0.02377130,-0.17593639
9.090909,47.368421,-0.02624463,-0.17746228
10.909091,47.368421,-0.02880721,-0.17876424
12.727273,47.368421,-0.03141527,-0.17983953
14.545455,47.368421,-0.03401774,-0.18068613
16.363636,47.368421,-0.03655706,-0.18130269
18.181818,47.368421,-0.03897071,-0.18168857
20.000000,47.368421,-0.04119337,-0.18184381
21.818182,47.368421,-0.04315977,-0.18176915
23.636364,47.368421,-0.04480801,-0.18146599
25.454545,47.368421,-0.04608317,-0.18093636
27.272727,47.368421,-0.04694081,-0.18018292
29.090909,47.368421,-0.04735005,-0.17920893
30.909091,47.368421,-0.04729574,-0.17801818
32.727273,47.368421,-0.04677959,-0.17661497
34.545455,47.368421,-0.04581994,-0.17500407
36.363636,47.368421,-0.04445029,-0.17319070
38.181818,47.368421,-0.04271683,-0.17118042
40.000000,47.368421,-0.04067518,-0.16897915
41.818182,47.368421,-0.03838684,-0.16659307
43.636364,47.368421,-0.03591560,-0.16402862
45.454545,47.368421,-0.03332443,-0.16129241
47.272727,47.368421,-0.03067280,-0.15839120
49.090909,47.368421,-0.02801473,-0.15533184
50.909091,47.368421,-0.02539751,-0.15212122
52.727273,47.368421,-0.02286105,-0.14779171
54.545455,47.368421,-0.02043768,-0.13915667
56.363636,47.368421,-0.01815243,-0.13066823
58.181818,47.368421,-0.01602347,-0.12237257
60.000000,47.368421,-0.01406289,-0.11430349
61.818182,47.368421,-0.01227737,-0.10648386
63.636364,47.368421,-0.01066901,-0.09892720
65.454545,47.368421,-0.00923610,-0.09163917
67.272727,47.368421,-0.00797380,-0.08461893
69.090909,47.368421,-0.00687481,-0.07786042
70.909091,47.368421,-0.00592990,-0.07135348
72.727273,47.368421,-0.00512841,-0.06508478
74.545455,47.368421,-0.00445867,-0.05903864
76.363636,47.368421,-0.00390832,-0.05319770
78.181818,47.368421,-0.00346461,-0.04754351
80.000000,47.368421,-0.00311465,-0.04205694
81.818182,47.368421,-0.00284555,-0.03671860
83.636364,47.368421,-0.00264461,-0.03150913
85.454545,47.368421,-0.00249943,-0.02640943
87.272727,47.368421,-0.00239800,-0.02140085
89.090909,47.368421,-0.00232878,-0.01646537
90.909091,47.368421,-0.00228074,-0.01158569
92.727273,47.368421,-0.00224346,-0.00674534
94.545455,47.368421,-0.00220708,-0.00192878
96.363636,47.368421,-0.00216242,0.00287856
98.181818,47.368421,-0.00210093,0.00769022
100.000000,47.368421,-0.00201475,0.01251863
101.818182,47.368421,-0.00189674,0.01737510
103.636364,47.368421,-0.00174045,0.01567083
105.454545,47.368421,-0.00154020,0.01072096
107.272727,47.368421,-0.00129102,0.00584182
109.090909,47.368421,-0.00098875,0.00104366
110.909091,47.368421,-0.00063002,-0.00366462
112.727273,47.368421,-0.00021224,-0.00827546
114.545455,47.368421,0.00026630,-0.01278260
116.363636,47.368421,0.00080647,-0.01718108
118.181818,47.368421,0.00140825,-0.02146724
120.000000,47.368421,0.00207072,-0.02563866
121.818182,47.368421,0.00279202,-0.02969418
123.636364,47.368421,0.00356930,-0.03363387
125.454545,47.368421,0.00439877,-0.03745904
127.272727,47.368421,0.00527560,-0.04117221
129.090909,47.368421,0.00619395,-0.04477711
130.909091,47.368421,0.00714695,-0.04827867
132.727273,47.368421,0.00812668,-0.05168303
134.545455,47.368421,0.00912418,-0.05499750
136.363636,47.368421,0.01012944,-0.05823060
138.181818,47.368421,0.01113145,-0.06139204
140.000000,47.368421,0.01211822,-0.06449267
141.818182,47.368421,0.01307681,-0.06754456
143.636364,47.368421,0.01399338,-0.07056091
145.454545,47.368421,0.01485330,-0.07355608
147.272727,47.368421,0.01564118,-0.07654555
149.090909,47.368421,0.01634103,-0.07954590
150.909091,47.368421,0.01693634,-0.08257479
152.727273,47.368421,0.01741022,-0.08565087
154.545455,47.368421,0.01774555,-0.08879372
156.363636,47.368421,0.01792516,-0.09202378
158.181818,47.368421,0.01793200,-0.09536221
160.000000,47.368421,0.01774934,-0.09883072
161.818182,47.368421,0.01736098,-0.10245140
163.636364,47.368421,0.01675146,-0.10624642
165.454545,47.368421,0.01590636,-0.11023775
167.272727,47.368421,0.01481254,-0.11444671
169.090909,47.368421,0.01345844,-0.11889354
170.909091,47.368421,0.01183440,-0.12359674
172.727273,47.368421,0.00993309,-0.12857235
174.545455,47.368421,0.00774985,-0.13383312
176.363636,47.368421,0.00528322,-0.13938747
178.181818,47.368421,0.00253544,-0.14523834
180.000000,47.368421,-0.00048697,-0.15138184
0.000000,52.105263,-0.01768038,-0.15497535
1.818182,52.105263,-0.01971712,-0.16142146
3.636364,52.105263,-0.02194522,-0.16799820
5.454545,52.105263,-0.02434855,-0.17467153
7.272727,52.105263,-0.02690446,-0.18067854
9.090909,52.105263,-0.02958324,-0.18196838
10.909091,52.105263,-0.03234763,-0.18304361
12.727273,52.105263,-0.03515275,-0.18390353
14.545455,52.105263,-0.03794641,-0.18454799
16.363636,52.105263,-0.04066999,-0.18497744
18.181818,52.105263,-0.04325995,-0.18519291
20.000000,52.105263,-0.04565003,-0.18519596
21.818182,52.105263,-0.04777406,-0.18498868
23.636364,52.105263,-0.04956933,-0.18457367
25.454545,52.105263,-0.05098019,-0.18395399
27.272727,52.105263,-0.05196156,-0.18313314
29.090909,52.105263,-0.05248198,-0.18211502
30.909091,52.105263,-0.05252585,-0.18090391
32.727273,52.105263,-0.05209447,-0.17950438
34.545455,52.105263,-0.05120588,-0.17792132
36.363636,52.105263,-0.04989339,-0.17615981
38.181818,52.105263,-0.04820304,-0.17422518
40.000000,52.105263,-0.04619041,-0.17212286
41.818182,52.105263,-0.04391699,-0.16985842
43.636364,52.105263,-0.04144668,-0.16743749
45.454545,52.105263,-0.03884256,-0.16486572
47.272727,52.105263,-0.03616431,-0.16214875
49.090909,52.105263,-0.03346619,-0.15929216
50.909091,52.105263,-0.03079576,-0.15630148
52.727273,52.105263,-0.02819322,-0.15220749
54.545455,52.105263,-0.02569125,-0.14382195
56.363636,52.105263,-0.02331520,-0.13559521
58.181818,52.105263,-0.02108361,-0.12757159
60.000000,52.105263,-0.01900893,-0.11978293
61.818182,52.105263,-0.01709818,-0.11225010
63.636364,52.105263,-0.01535384,-0.10498451
65.454545,52.105263,-0.01377455,-0.09798965
67.272727,52.105263,-0.01235580,-0.09126249
69.090909,52.105263,-0.01109062,-0.08479476
70.909091,52.105263,-0.00997010,-0.07857404
72.727273,52.105263,-0.00898389,-0.07258473
74.545455,52.105263,-0.00812063,-0.06680892
76.363636,52.105263,-0.00736825,-0.06122702
78.181818,52.105263,-0.00671429,-0.05581838
80.000000,52.105263,-0.00614615,-0.05056176
81.818182,52.105263,-0.00565125,-0.04543570
83.636364,52.105263,-0.00521721,-0.04041887
85.454545,52.105263,-0.00483195,-0.03549030
87.272727,52.105263,-0.00448382,-0.03062961
89.090909,52.105263,-0.00416169,-0.02581718
90.909091,52.105263,-0.00385499,-0.02103431
92.727273,52.105263,-0.00355377,-0.01626330
94.545455,52.105263,-0.00324876,-0.01148759
96.363636,52.105263,-0.00293141,-0.00669185
98.181818,52.105263,-0.00259392,-0.00186204
100.000000,52.105263,-0.00222927,0.00301451
101.818182,52.105263,-0.00183125,0.00794901
103.636364,52.105263,-0.00139448,0.01295116
105.454545,52.105263,-0.00091447,0.01802907
107.272727,52.105263,-0.00038762,0.01666742
109.090909,52.105263,0.00018877,0.01222788
110.909091,52.105263,0.00081643,0.00784382
112.727273,52.105263,0.00149613,0.00352162
114.545455,52.105263,0.00222766,-0.00073360
116.363636,52.105263,0.00300977,-0.00491785
118.181818,52.105263,0.00384021,-0.00902835
120.000000,52.105263,0.00471566,-0.01306344
121.818182,52.105263,0.00563177,-0.01702259
123.636364,52.105263,0.00658312,-0.02090638
125.454545,52.105263,0.00756328,-0.02471648
127.272727,52.105263,0.00856475,-0.02845565
129.090909,52.105263,0.00957906,-0.03212770
130.909091,52.105263,0.01059677,-0.03573751
132.727273,52.105263,0.01160751,-0.03929101
134.545455,52.105263,0.01260007,-0.04279516
136.363636,52.105263,0.01356245,-0.04625796
138.181818,52.105263,0.01448196,-0.04968843
140.000000,52.105263,0.01534532,-0.05309660
141.818182,52.105263,0.01613876,-0.05649352
143.636364,52.105263,0.01684812,-0.05989125
145.454545,52.105263,0.01745904,-0.06330283
147.272727,52.105263,0.01795699,-0.06674227
149.090909,52.105263,0.01832750,-0.07022453
150.909091,52.105263,0.01855624,-0.07376548
152.727273,52.105263,0.01862914,-0.07738186
154.545455,52.105263,0.01853258,-0.08109123
156.363636,52.105263,0.01825343,-0.08491184
158.181818,52.105263,0.01777926,-0.08886260
160.000000,52.105263,0.01709836,-0.09296283
