session,n_steps,mean_psi,min_psi,max_si,n_si_spikes,mean_synergy,max_synergy,max_P,mean_isc,n_eligible_events,first_eligible_step,c_climb_rate,c_climb_R2,c_climb_p,jc_peak,jc_post_mean,pre_firing_si,pre_firing_P,evt_si_peak,evt_P_peak,evt_jc_peak
tensor_run_01_v2_corrected,13,0.9854615384615385,0.954,0.0124,5,0.057307692307692296,0.091,1.84,0.5203846153846154,3,9,0.06416666666666665,0.9822730284956923,2.173548844009106e-07,0.87,0.87,0.0068,1.34,0.0124,1.84,0.87
